episode,time,pet_at_bowl,bowl_weight,action_dispense,reward
2,717,1,5.1,{},0
2,718,1,0.01,{},0
2,719,1,15.2,"{1: 10.0, 2: 15.0}",0
2,720,1,5.18,{},0
2,721,1,0.07,{},0
2,722,1,14.8,"{1: 10.0, 2: 15.0}",0
2,723,1,4.83,{},0
2,724,1,-0.13,{},0
2,725,1,14.59,"{1: 10.0, 2: 15.0}",0
2,726,1,4.2,{},0
2,727,1,0.26,{},0
2,728,1,14.87,"{1: 10.0, 2: 15.0}",0
2,729,1,4.88,{},0
2,730,1,-0.02,{},0
2,731,1,15.08,"{1: 10.0, 2: 15.0}",0
2,732,1,4.79,{},0
2,733,1,-0.03,{},0
2,734,1,15.12,"{1: 10.0, 2: 15.0}",0
2,735,1,5.07,{},0
2,736,1,0.15,{},0
2,737,1,15.34,"{1: 10.0, 2: 15.0}",0
2,738,1,5.03,{},0
2,739,1,-0.01,{},0
2,740,1,15.03,"{1: 10.0, 2: 15.0}",0
2,741,1,4.87,{},0
2,742,1,-0.05,{},0
2,743,1,14.82,"{1: 10.0, 2: 15.0}",0
2,744,1,5.01,{},0
2,745,1,0.02,{},0
2,746,1,14.92,"{1: 10.0, 2: 15.0}",0
2,747,1,4.73,{},0
2,748,1,0.02,{},0
2,749,1,14.71,"{1: 10.0, 2: 15.0}",0
2,750,1,4.8,{},0
2,751,1,-0.05,{},0
2,752,1,14.93,"{1: 10.0, 2: 15.0}",0
2,753,1,5.04,{},0
2,754,1,-0.05,{},0
2,755,1,15.36,"{1: 10.0, 2: 15.0}",0
2,756,1,5.01,{},0
2,757,1,0.33,{},0
2,758,1,14.99,"{1: 10.0, 2: 15.0}",0
2,759,1,4.86,{},0
2,760,1,-0.1,{},0
2,761,1,14.9,"{1: 10.0, 2: 15.0}",0
2,762,1,4.89,{},0
2,763,1,-0.01,{},0
2,764,1,15.03,"{1: 10.0, 2: 15.0}",0
2,765,1,4.71,{},0
2,766,1,-0.09,{},0
2,767,1,15.03,"{1: 10.0, 2: 15.0}",0
2,768,1,5.24,{},0
2,769,1,0.08,{},0
2,770,1,15.35,"{1: 10.0, 2: 15.0}",0
2,771,1,5.07,{},0
2,772,1,-0.06,{},0
2,773,1,14.84,"{1: 10.0, 2: 15.0}",0
2,774,1,4.7,{},0
2,775,1,0.1,{},0
2,776,1,15.04,"{1: 10.0, 2: 15.0}",0
2,777,1,5.37,{},0
2,778,1,-0.16,{},0
2,779,1,14.68,"{1: 10.0, 2: 15.0}",0
2,780,1,4.63,{},0
2,781,1,-0.18,{},0
2,782,1,14.91,"{1: 10.0, 2: 15.0}",0
2,783,1,4.85,{},0
2,784,1,0.04,{},0
2,785,1,15.16,"{1: 10.0, 2: 15.0}",0
2,786,1,5.01,{},0
2,787,1,-0.04,{},0
2,788,1,14.79,"{1: 10.0, 2: 15.0}",0
2,789,1,4.79,{},0
2,790,1,0.18,{},0
2,791,1,15.12,"{1: 10.0, 2: 15.0}",0
2,792,1,4.95,{},0
2,793,1,-0.02,{},0
2,794,1,14.81,"{1: 10.0, 2: 15.0}",0
2,795,1,5.0,{},0
2,796,1,0.05,{},0
2,797,1,13.01,"{1: 10.0, 2: 15.0}",0
2,798,1,3.0,{},0
2,799,1,0.0,{},0
2,800,1,14.81,"{1: 10.0, 2: 15.0}",0
2,801,1,4.7,{},0
2,802,1,-0.03,{},0
2,803,1,14.97,"{1: 10.0, 2: 15.0}",0
2,804,1,4.7,{},0
2,805,1,0.14,{},0
2,806,1,15.09,"{1: 10.0, 2: 15.0}",0
2,807,1,5.13,{},0
2,808,1,0.05,{},0
2,809,1,14.79,"{1: 10.0, 2: 15.0}",0
2,810,1,5.33,{},0
2,811,1,0.0,{},0
2,812,1,15.06,"{1: 10.0, 2: 15.0}",0
2,813,1,4.71,{},0
2,814,1,0.02,{},0
2,815,1,14.85,"{1: 10.0, 2: 15.0}",0
2,816,1,5.43,{},0
2,817,1,-0.13,{},0
2,818,1,14.83,"{1: 10.0, 2: 15.0}",0
2,819,1,4.92,{},0
2,820,1,-0.11,{},0
2,821,1,15.22,"{1: 10.0, 2: 15.0}",0
2,822,1,5.2,{},0
2,823,1,-0.01,{},0
2,824,1,14.8,"{1: 10.0, 2: 15.0}",0
2,825,1,4.8,{},0
2,826,1,0.11,{},0
2,827,1,14.29,"{1: 10.0, 2: 15.0}",0
2,828,1,4.42,{},0
2,829,1,-0.08,{},0
2,830,1,15.25,"{1: 10.0, 2: 15.0}",0
2,831,1,5.19,{},0
2,832,1,-0.31,{},0
2,833,1,15.14,"{1: 10.0, 2: 15.0}",0
2,834,1,5.13,{},0
2,835,1,-0.05,{},0
2,836,1,14.93,"{1: 10.0, 2: 15.0}",0
2,837,1,5.12,{},0
2,838,1,-0.14,{},0
2,839,1,14.78,"{1: 10.0, 2: 15.0}",0
2,840,1,5.27,{},0
2,841,1,-0.03,{},0
2,842,1,15.44,"{1: 10.0, 2: 15.0}",0
2,843,1,5.19,{},0
2,844,1,0.05,{},0
2,845,1,15.12,"{1: 10.0, 2: 15.0}",0
2,846,1,5.01,{},0
2,847,1,-0.01,{},0
2,848,1,14.79,"{1: 10.0, 2: 15.0}",0
2,849,1,5.0,{},0
2,850,1,-0.14,{},0
2,851,1,14.99,"{1: 10.0, 2: 15.0}",0
2,852,1,4.82,{},0
2,853,1,-0.02,{},0
2,854,1,15.22,"{1: 10.0, 2: 15.0}",0
2,855,1,4.81,{},0
2,856,1,0.01,{},0
2,857,1,14.91,"{1: 10.0, 2: 15.0}",0
2,858,1,4.88,{},0
2,859,1,0.16,{},0
2,860,1,15.17,"{1: 10.0, 2: 15.0}",0
2,861,1,4.91,{},0
2,862,1,0.09,{},0
2,863,1,13.05,"{1: 10.0, 2: 15.0}",0
2,864,1,3.31,{},0
2,865,1,0.04,{},0
2,866,1,15.06,"{1: 10.0, 2: 15.0}",0
2,867,1,5.36,{},0
2,868,1,-0.15,{},0
2,869,1,14.88,"{1: 10.0, 2: 15.0}",0
2,870,1,4.78,{},0
2,871,1,-0.17,{},0
2,872,1,14.81,"{1: 10.0, 2: 15.0}",0
2,873,1,5.33,{},0
2,874,1,0.13,{},0
2,875,1,14.94,"{1: 10.0, 2: 15.0}",0
2,876,1,5.1,{},0
2,877,1,0.03,{},0
2,878,1,12.93,"{1: 10.0, 2: 15.0}",0
2,879,1,2.89,{},0
2,880,1,0.01,{},0
2,881,1,14.88,"{1: 10.0, 2: 15.0}",0
2,882,1,5.11,{},0
2,883,1,0.04,{},0
2,884,1,15.11,"{1: 10.0, 2: 15.0}",0
2,885,1,4.89,{},0
2,886,1,-0.09,{},0
2,887,1,14.59,"{1: 10.0, 2: 15.0}",0
2,888,1,4.77,{},0
2,889,1,-0.13,{},0
2,890,1,15.2,"{1: 10.0, 2: 15.0}",0
2,891,1,5.2,{},0
2,892,1,-0.07,{},0
2,893,1,15.0,"{1: 10.0, 2: 15.0}",0
2,894,1,4.91,{},0
2,895,1,-0.06,{},0
2,896,1,15.23,"{1: 10.0, 2: 15.0}",0
2,897,1,5.45,{},0
2,898,1,0.07,{},0
2,899,1,14.59,"{1: 10.0, 2: 15.0}",0
2,900,1,4.6,{},0
2,901,1,0.02,{},0
2,902,1,15.07,"{1: 10.0, 2: 15.0}",0
2,903,1,5.32,{},0
2,904,1,0.14,{},0
2,905,1,14.63,"{1: 10.0, 2: 15.0}",0
2,906,1,4.54,{},0
2,907,1,-0.12,{},0
2,908,1,14.65,"{1: 10.0, 2: 15.0}",0
2,909,1,4.46,{},0
2,910,1,0.03,{},0
2,911,1,14.88,"{1: 10.0, 2: 15.0}",0
2,912,1,4.97,{},0
2,913,1,-0.03,{},0
2,914,1,14.95,"{1: 10.0, 2: 15.0}",0
2,915,1,4.65,{},0
2,916,1,0.07,{},0
2,917,1,14.84,"{1: 10.0, 2: 15.0}",0
2,918,1,5.52,{},0
2,919,1,0.09,{},0
2,920,1,14.86,"{1: 10.0, 2: 15.0}",0
2,921,1,3.33,{},0
2,922,1,-0.0,{},0
2,923,1,14.86,"{1: 10.0, 2: 15.0}",0
2,924,1,4.94,{},0
2,925,1,0.05,{},0
2,926,1,15.25,"{1: 10.0, 2: 15.0}",0
2,927,1,5.36,{},0
2,928,1,0.01,{},0
2,929,1,12.68,"{1: 10.0, 2: 15.0}",0
2,930,1,3.03,{},0
2,931,1,0.09,{},0
2,932,1,15.62,"{1: 10.0, 2: 15.0}",0
2,933,1,5.46,{},0
2,934,1,-0.15,{},0
2,935,1,14.45,"{1: 10.0, 2: 15.0}",0
2,936,1,4.5,{},0
2,937,1,-0.18,{},0
2,938,1,15.05,"{1: 10.0, 2: 15.0}",0
2,939,1,5.06,{},0
2,940,1,-0.11,{},0
2,941,1,15.07,"{1: 10.0, 2: 15.0}",0
2,942,1,5.07,{},0
2,943,1,0.02,{},0
2,944,1,15.1,"{1: 10.0, 2: 15.0}",0
2,945,1,5.04,{},0
2,946,1,0.02,{},0
2,947,1,15.08,"{1: 10.0, 2: 15.0}",0
2,948,1,4.68,{},0
2,949,1,0.01,{},0
2,950,1,15.2,"{1: 10.0, 2: 15.0}",0
2,951,1,5.31,{},0
2,952,1,-0.2,{},0
2,953,1,14.86,"{1: 10.0, 2: 15.0}",0
2,954,1,4.93,{},0
2,955,1,0.01,{},0
2,956,1,14.76,"{1: 10.0, 2: 15.0}",0
2,957,1,4.9,{},0
2,958,1,-0.02,{},0
2,959,1,15.24,"{1: 10.0, 2: 15.0}",0
2,960,1,5.1,{},0
2,961,1,-0.02,{},0
2,962,1,15.23,"{1: 10.0, 2: 15.0}",0
2,963,1,5.34,{},0
2,964,1,-0.09,{},0
2,965,1,15.24,"{1: 10.0, 2: 15.0}",0
2,966,1,4.92,{},0
2,967,1,0.08,{},0
2,968,1,15.1,"{1: 10.0, 2: 15.0}",0
2,969,1,4.86,{},0
2,970,1,-0.03,{},0
2,971,1,15.06,"{1: 10.0, 2: 15.0}",0
2,972,1,5.1,{},0
2,973,1,0.23,{},0
2,974,1,15.33,"{1: 10.0, 2: 15.0}",0
2,975,1,5.71,{},0
2,976,1,0.12,{},0
2,977,1,15.05,"{1: 10.0, 2: 15.0}",0
2,978,1,4.87,{},0
2,979,1,0.17,{},0
2,980,1,14.95,"{1: 10.0, 2: 15.0}",0
2,981,1,5.02,{},0
2,982,1,-0.14,{},0
2,983,1,15.1,"{1: 10.0, 2: 15.0}",0
2,984,1,4.99,{},0
2,985,1,0.21,{},0
2,986,1,12.78,"{1: 10.0, 2: 15.0}",0
2,987,1,2.99,{},0
2,988,1,0.02,{},0
2,989,1,15.04,"{1: 10.0, 2: 15.0}",0
2,990,1,5.04,{},0
2,991,1,-0.08,{},0
2,992,1,15.03,"{1: 10.0, 2: 15.0}",0
2,993,1,5.23,{},0
2,994,1,0.31,{},0
2,995,1,14.75,"{1: 10.0, 2: 15.0}",0
2,996,1,4.93,{},0
2,997,1,0.01,{},0
2,998,1,14.82,"{1: 10.0, 2: 15.0}",0
2,999,1,5.63,{},0
2,1000,1,-0.19,{},0
2,1001,1,14.76,"{1: 10.0, 2: 15.0}",0
2,1002,1,4.85,{},0
2,1003,1,-0.02,{},0
2,1004,1,15.12,"{1: 10.0, 2: 15.0}",0
2,1005,1,4.93,{},0
2,1006,1,0.09,{},0
2,1007,1,14.82,"{1: 10.0, 2: 15.0}",0
2,1008,1,4.98,{},0
2,1009,1,-0.12,{},0
2,1010,1,15.13,"{1: 10.0, 2: 15.0}",0
2,1011,1,5.22,{},0
2,1012,1,-0.01,{},0
2,1013,1,13.13,"{1: 10.0, 2: 15.0}",0
2,1014,1,3.06,{},0
2,1015,1,-0.29,{},0
2,1016,1,15.15,"{1: 10.0, 2: 15.0}",0
2,1017,1,5.26,{},0
2,1018,1,0.15,{},0
2,1019,1,15.32,"{1: 10.0, 2: 15.0}",0
2,1020,1,3.14,{},0
2,1021,1,0.04,{},0
2,1022,1,15.07,"{1: 10.0, 2: 15.0}",0
2,1023,1,5.02,{},0
2,1024,1,-0.12,{},0
2,1025,1,14.86,"{1: 10.0, 2: 15.0}",0
2,1026,1,5.1,{},0
2,1027,1,-0.13,{},0
2,1028,1,14.86,"{1: 10.0, 2: 15.0}",0
2,1029,1,4.99,{},0
2,1030,1,0.13,{},0
2,1031,1,14.96,"{1: 10.0, 2: 15.0}",0
2,1032,1,4.84,{},0
2,1033,1,0.12,{},0
2,1034,1,15.01,"{1: 10.0, 2: 15.0}",0
2,1035,1,4.97,{},0
2,1036,1,0.03,{},0
2,1037,1,14.91,"{1: 10.0, 2: 15.0}",0
2,1038,1,5.09,{},0
2,1039,1,0.04,{},0
2,1040,1,15.48,"{1: 10.0, 2: 15.0}",0
2,1041,1,5.15,{},0
2,1042,1,-0.04,{},0
2,1043,1,14.75,"{1: 10.0, 2: 15.0}",0
2,1044,1,4.99,{},0
2,1045,1,-0.04,{},0
2,1046,1,15.04,"{1: 10.0, 2: 15.0}",0
2,1047,1,5.12,{},0
2,1048,1,-0.05,{},0
2,1049,1,15.26,"{1: 10.0, 2: 15.0}",0
2,1050,1,5.28,{},0
2,1051,1,-0.02,{},0
2,1052,1,15.25,"{1: 10.0, 2: 15.0}",0
2,1053,1,5.55,{},0
2,1054,1,0.06,{},0
2,1055,1,14.97,"{1: 10.0, 2: 15.0}",0
2,1056,1,2.99,{},0
2,1057,1,-0.17,{},0
2,1058,1,15.0,"{1: 10.0, 2: 15.0}",0
2,1059,1,4.76,{},0
2,1060,1,-0.02,{},0
2,1061,1,15.07,"{1: 10.0, 2: 15.0}",0
2,1062,1,5.07,{},0
2,1063,1,0.02,{},0
2,1064,1,15.14,"{1: 10.0, 2: 15.0}",0
2,1065,1,5.12,{},0
2,1066,1,-0.01,{},0
2,1067,1,14.99,"{1: 10.0, 2: 15.0}",0
2,1068,1,4.7,{},0
2,1069,1,0.01,{},0
2,1070,1,14.97,"{1: 10.0, 2: 15.0}",0
2,1071,1,4.76,{},0
2,1072,1,-0.15,{},0
2,1073,1,14.73,"{1: 10.0, 2: 15.0}",0
2,1074,1,5.08,{},0
2,1075,1,0.13,{},0
2,1076,1,14.95,"{1: 10.0, 2: 15.0}",0
2,1077,1,4.48,{},0
2,1078,1,0.17,{},0
2,1079,1,15.21,"{1: 10.0, 2: 15.0}",0
2,1080,1,5.3,{},0
2,1081,1,-0.03,{},0
2,1082,1,14.97,"{1: 10.0, 2: 15.0}",0
2,1083,1,4.93,{},0
2,1084,1,-0.04,{},0
2,1085,1,14.83,"{1: 10.0, 2: 15.0}",0
2,1086,1,4.81,{},0
2,1087,1,0.0,{},0
2,1088,1,12.66,"{1: 10.0, 2: 15.0}",0
2,1089,1,2.57,{},0
2,1090,1,0.11,{},0
2,1091,1,14.85,"{1: 10.0, 2: 15.0}",0
2,1092,1,5.26,{},0
2,1093,1,-0.06,{},0
2,1094,1,15.12,"{1: 10.0, 2: 15.0}",0
2,1095,1,5.45,{},0
2,1096,1,0.1,{},0
2,1097,1,15.28,"{1: 10.0, 2: 15.0}",0
2,1098,1,4.89,{},0
2,1099,1,-0.05,{},0
2,1100,1,14.66,"{1: 10.0, 2: 15.0}",0
2,1101,1,4.96,{},0
2,1102,1,-0.01,{},0
2,1103,1,15.09,"{1: 10.0, 2: 15.0}",0
2,1104,1,5.13,{},0
2,1105,1,0.2,{},0
2,1106,1,15.11,"{1: 10.0, 2: 15.0}",0
2,1107,1,4.68,{},0
2,1108,1,-0.03,{},0
2,1109,1,14.6,"{1: 10.0, 2: 15.0}",0
2,1110,1,4.96,{},0
2,1111,1,-0.0,{},0
2,1112,1,15.1,"{1: 10.0, 2: 15.0}",0
2,1113,1,4.93,{},0
2,1114,1,-0.08,{},0
2,1115,1,14.93,"{1: 10.0, 2: 15.0}",0
2,1116,1,5.07,{},0
2,1117,1,0.09,{},0
2,1118,1,15.11,"{1: 10.0, 2: 15.0}",0
2,1119,1,5.0,{},0
2,1120,1,-0.12,{},0
2,1121,1,15.05,"{1: 10.0, 2: 15.0}",0
2,1122,1,5.21,{},0
2,1123,1,0.03,{},0
2,1124,1,15.05,"{1: 10.0, 2: 15.0}",0
2,1125,1,4.89,{},0
2,1126,1,0.06,{},0
2,1127,1,14.62,"{1: 10.0, 2: 15.0}",0
2,1128,1,5.07,{},0
2,1129,1,0.13,{},0
2,1130,1,13.21,"{1: 10.0, 2: 15.0}",0
2,1131,1,2.81,{},0
2,1132,1,-0.08,{},0
2,1133,1,14.57,"{1: 10.0, 2: 15.0}",0
2,1134,1,4.77,{},0
2,1135,1,-0.03,{},0
2,1136,1,14.93,"{1: 10.0, 2: 15.0}",0
2,1137,1,4.64,{},0
2,1138,1,0.03,{},0
2,1139,1,15.1,"{1: 10.0, 2: 15.0}",0
2,1140,1,5.18,{},0
2,1141,1,0.25,{},0
2,1142,1,14.91,"{1: 10.0, 2: 15.0}",0
2,1143,1,4.68,{},0
2,1144,1,0.08,{},0
2,1145,1,15.05,"{1: 10.0, 2: 15.0}",0
2,1146,1,5.03,{},0
2,1147,1,0.05,{},0
2,1148,1,14.9,"{1: 10.0, 2: 15.0}",0
2,1149,1,4.52,{},0
2,1150,1,-0.03,{},0
2,1151,1,15.11,"{1: 10.0, 2: 15.0}",0
2,1152,1,5.49,{},0
2,1153,1,-0.24,{},0
2,1154,1,15.07,"{1: 10.0, 2: 15.0}",0
2,1155,1,4.99,{},0
2,1156,1,0.03,{},0
2,1157,1,14.96,"{1: 10.0, 2: 15.0}",0
2,1158,1,2.98,{},0
2,1159,1,-0.03,{},0
2,1160,1,15.07,"{1: 10.0, 2: 15.0}",0
2,1161,1,5.06,{},0
2,1162,1,-0.06,{},0
2,1163,1,14.69,"{1: 10.0, 2: 15.0}",0
2,1164,1,4.99,{},0
2,1165,1,-0.11,{},0
2,1166,1,15.15,"{1: 10.0, 2: 15.0}",0
2,1167,1,5.14,{},0
2,1168,1,-0.15,{},0
2,1169,1,14.9,"{1: 10.0, 2: 15.0}",0
2,1170,1,5.19,{},0
2,1171,1,-0.1,{},0
2,1172,1,14.59,"{1: 10.0, 2: 15.0}",0
2,1173,1,4.65,{},0
2,1174,1,0.13,{},0
2,1175,1,15.29,"{1: 10.0, 2: 15.0}",0
2,1176,1,5.52,{},0
2,1177,1,0.3,{},0
2,1178,1,15.14,"{1: 10.0, 2: 15.0}",0
2,1179,1,5.21,{},0
2,1180,1,-0.05,{},0
2,1181,1,12.97,"{1: 10.0, 2: 15.0}",0
2,1182,1,2.86,{},0
2,1183,1,-0.09,{},0
2,1184,1,12.62,"{1: 10.0, 2: 15.0}",0
2,1185,1,2.52,{},0
2,1186,1,-0.07,{},0
2,1187,1,14.79,"{1: 10.0, 2: 15.0}",0
2,1188,1,4.89,{},0
2,1189,1,-0.01,{},0
2,1190,1,14.78,"{1: 10.0, 2: 15.0}",0
2,1191,1,4.69,{},0
2,1192,1,-0.07,{},0
2,1193,1,14.93,"{1: 10.0, 2: 15.0}",0
2,1194,1,5.04,{},0
2,1195,1,-0.15,{},0
2,1196,1,14.99,"{1: 10.0, 2: 15.0}",0
2,1197,1,4.57,{},0
2,1198,1,0.02,{},0
2,1199,1,14.62,"{1: 10.0, 2: 15.0}",0
2,1200,1,4.92,{},0
2,1201,1,0.0,{},0
2,1202,1,14.85,"{1: 10.0, 2: 15.0}",0
2,1203,1,4.56,{},0
2,1204,1,-0.08,{},0
2,1205,1,14.96,"{1: 10.0, 2: 15.0}",0
2,1206,1,2.76,{},0
2,1207,1,-0.06,{},0
2,1208,1,15.08,"{1: 10.0, 2: 15.0}",0
2,1209,1,5.54,{},0
2,1210,1,-0.07,{},0
2,1211,1,15.19,"{1: 10.0, 2: 15.0}",0
2,1212,1,4.87,{},0
2,1213,1,-0.01,{},0
2,1214,1,14.91,"{1: 10.0, 2: 15.0}",0
2,1215,1,5.01,{},0
2,1216,1,0.04,{},0
2,1217,1,15.16,"{1: 10.0, 2: 15.0}",0
2,1218,1,4.97,{},0
2,1219,1,-0.05,{},0
2,1220,1,14.89,"{1: 10.0, 2: 15.0}",0
2,1221,1,4.94,{},0
2,1222,1,0.16,{},0
2,1223,1,14.95,"{1: 10.0, 2: 15.0}",0
2,1224,1,4.3,{},0
2,1225,1,-0.07,{},0
2,1226,1,15.12,"{1: 10.0, 2: 15.0}",0
2,1227,1,5.04,{},0
2,1228,1,0.09,{},0
2,1229,1,14.72,"{1: 10.0, 2: 15.0}",0
2,1230,1,4.96,{},0
2,1231,1,-0.0,{},0
2,1232,1,15.05,"{1: 10.0, 2: 15.0}",0
2,1233,1,4.82,{},0
2,1234,1,0.04,{},0
2,1235,1,14.93,"{1: 10.0, 2: 15.0}",0
2,1236,1,5.05,{},0
2,1237,1,-0.04,{},0
2,1238,1,14.97,"{1: 10.0, 2: 15.0}",0
2,1239,1,5.16,{},0
2,1240,1,-0.12,{},0
2,1241,1,15.02,"{1: 10.0, 2: 15.0}",0
2,1242,1,4.91,{},0
2,1243,1,0.14,{},0
2,1244,1,15.0,"{1: 10.0, 2: 15.0}",0
2,1245,1,5.43,{},0
2,1246,1,-0.02,{},0
2,1247,1,15.08,"{1: 10.0, 2: 15.0}",0
2,1248,1,5.34,{},0
2,1249,1,-0.05,{},0
2,1250,1,15.11,"{1: 10.0, 2: 15.0}",0
2,1251,1,4.95,{},0
2,1252,1,0.07,{},0
2,1253,1,14.92,"{1: 10.0, 2: 15.0}",0
2,1254,1,4.67,{},0
2,1255,1,0.02,{},0
2,1256,1,15.27,"{1: 10.0, 2: 15.0}",0
2,1257,1,5.17,{},0
2,1258,1,0.13,{},0
2,1259,1,15.01,"{1: 10.0, 2: 15.0}",0
2,1260,1,5.02,{},0
2,1261,1,0.1,{},0
2,1262,1,15.2,"{1: 10.0, 2: 15.0}",0
2,1263,1,4.96,{},0
2,1264,1,-0.16,{},0
2,1265,1,15.0,"{1: 10.0, 2: 15.0}",0
2,1266,1,4.7,{},0
2,1267,1,-0.07,{},0
2,1268,1,15.18,"{1: 10.0, 2: 15.0}",0
2,1269,1,5.52,{},0
2,1270,1,-0.01,{},0
2,1271,1,14.85,"{1: 10.0, 2: 15.0}",0
2,1272,1,4.67,{},0
2,1273,1,-0.07,{},0
2,1274,1,14.87,"{1: 10.0, 2: 15.0}",0
2,1275,1,4.62,{},0
2,1276,1,-0.08,{},0
2,1277,1,15.1,"{1: 10.0, 2: 15.0}",0
2,1278,1,5.11,{},0
2,1279,1,-0.09,{},0
2,1280,1,15.22,"{1: 10.0, 2: 15.0}",0
2,1281,1,5.31,{},0
2,1282,1,-0.14,{},0
2,1283,1,13.09,"{1: 10.0, 2: 15.0}",0
2,1284,1,3.24,{},0
2,1285,1,0.04,{},0
2,1286,1,15.12,"{1: 10.0, 2: 15.0}",0
2,1287,1,4.87,{},0
2,1288,1,-0.09,{},0
2,1289,1,15.36,"{1: 10.0, 2: 15.0}",0
2,1290,1,5.6,{},0
2,1291,1,0.02,{},0
2,1292,1,15.1,"{1: 10.0, 2: 15.0}",0
2,1293,1,4.83,{},0
2,1294,1,0.03,{},0
2,1295,1,15.17,"{1: 10.0, 2: 15.0}",0
2,1296,1,5.01,{},0
2,1297,1,-0.09,{},0
2,1298,1,15.31,"{1: 10.0, 2: 15.0}",0
2,1299,1,5.03,{},0
2,1300,1,0.02,{},0
2,1301,1,15.14,"{1: 10.0, 2: 15.0}",0
2,1302,1,5.1,{},0
2,1303,1,0.0,{},0
2,1304,1,12.99,"{1: 10.0, 2: 15.0}",0
2,1305,1,3.0,{},0
2,1306,1,-0.05,{},0
2,1307,1,14.79,"{1: 10.0, 2: 15.0}",0
2,1308,1,4.76,{},0
2,1309,1,0.13,{},0
2,1310,1,15.06,"{1: 10.0, 2: 15.0}",0
2,1311,1,5.42,{},0
2,1312,1,-0.15,{},0
2,1313,1,15.07,"{1: 10.0, 2: 15.0}",0
2,1314,1,2.99,{},0
2,1315,1,0.03,{},0
2,1316,1,15.29,"{1: 10.0, 2: 15.0}",0
2,1317,1,4.76,{},0
2,1318,1,-0.05,{},0
2,1319,1,15.14,"{1: 10.0, 2: 15.0}",0
2,1320,1,5.01,{},0
2,1321,1,-0.01,{},0
2,1322,1,15.11,"{1: 10.0, 2: 15.0}",0
2,1323,1,5.06,{},0
2,1324,1,-0.18,{},0
2,1325,1,14.75,"{1: 10.0, 2: 15.0}",0
2,1326,1,4.57,{},0
2,1327,1,-0.06,{},0
2,1328,1,14.76,"{1: 10.0, 2: 15.0}",0
2,1329,1,4.84,{},0
2,1330,1,0.11,{},0
2,1331,1,14.95,"{1: 10.0, 2: 15.0}",0
2,1332,1,4.86,{},0
2,1333,1,-0.04,{},0
2,1334,1,15.14,"{1: 10.0, 2: 15.0}",0
2,1335,1,4.98,{},0
2,1336,1,0.01,{},0
2,1337,1,15.03,"{1: 10.0, 2: 15.0}",0
2,1338,1,5.25,{},0
2,1339,1,0.13,{},0
2,1340,1,14.81,"{1: 10.0, 2: 15.0}",0
2,1341,1,4.82,{},0
2,1342,1,-0.06,{},0
2,1343,1,14.83,"{1: 10.0, 2: 15.0}",0
2,1344,1,4.75,{},0
2,1345,1,-0.07,{},0
2,1346,1,14.52,"{1: 10.0, 2: 15.0}",0
2,1347,1,4.44,{},0
2,1348,1,-0.08,{},0
2,1349,1,14.9,"{1: 10.0, 2: 15.0}",0
2,1350,1,4.73,{},0
2,1351,1,-0.0,{},0
2,1352,1,14.74,"{1: 10.0, 2: 15.0}",0
2,1353,1,4.29,{},0
2,1354,1,0.19,{},0
2,1355,1,14.69,"{1: 10.0, 2: 15.0}",0
2,1356,1,5.01,{},0
2,1357,1,0.06,{},0
2,1358,1,14.83,"{1: 10.0, 2: 15.0}",0
2,1359,1,5.1,{},0
2,1360,1,0.16,{},0
2,1361,1,15.18,"{1: 10.0, 2: 15.0}",0
2,1362,1,5.35,{},0
2,1363,1,-0.1,{},0
2,1364,1,15.03,"{1: 10.0, 2: 15.0}",0
2,1365,1,5.07,{},0
2,1366,1,0.21,{},0
2,1367,1,15.03,"{1: 10.0, 2: 15.0}",0
2,1368,1,5.08,{},0
2,1369,1,0.09,{},0
2,1370,1,14.99,"{1: 10.0, 2: 15.0}",0
2,1371,1,5.02,{},0
2,1372,1,0.04,{},0
2,1373,1,15.62,"{1: 10.0, 2: 15.0}",0
2,1374,1,5.21,{},0
2,1375,1,0.07,{},0
2,1376,1,14.84,"{1: 10.0, 2: 15.0}",0
2,1377,1,4.61,{},0
2,1378,1,-0.05,{},0
2,1379,1,14.83,"{1: 10.0, 2: 15.0}",0
2,1380,1,4.63,{},0
2,1381,1,0.01,{},0
2,1382,1,15.14,"{1: 10.0, 2: 15.0}",0
2,1383,1,4.88,{},0
2,1384,1,0.01,{},0
2,1385,1,15.16,"{1: 10.0, 2: 15.0}",0
2,1386,1,5.55,{},0
2,1387,1,-0.07,{},0
2,1388,1,14.99,"{1: 10.0, 2: 15.0}",0
2,1389,1,4.99,{},0
2,1390,1,-0.0,{},0
2,1391,1,13.19,"{1: 10.0, 2: 15.0}",0
2,1392,1,3.22,{},0
2,1393,1,0.19,{},0
2,1394,1,15.02,"{1: 10.0, 2: 15.0}",0
2,1395,1,4.92,{},0
2,1396,1,0.02,{},0
2,1397,1,14.8,"{1: 10.0, 2: 15.0}",0
2,1398,1,4.75,{},0
2,1399,1,-0.01,{},0
2,1400,1,14.99,"{1: 10.0, 2: 15.0}",0
2,1401,1,5.41,{},0
2,1402,1,0.03,{},0
2,1403,1,15.02,"{1: 10.0, 2: 15.0}",0
2,1404,1,4.99,{},0
2,1405,1,-0.11,{},0
2,1406,1,14.75,"{1: 10.0, 2: 15.0}",0
2,1407,1,4.8,{},0
2,1408,1,-0.0,{},0
2,1409,1,15.18,"{1: 10.0, 2: 15.0}",0
2,1410,1,5.14,{},0
2,1411,1,0.05,{},0
